index_in_dataset,dataset,start_time,ttft,finish_time,throughput,generated_text
0,triviaqa,1719513.597032269,1.1347359530627728,1.1347359530627728,11.456409717971498,United States
1,triviaqa,1719514.73217037,1.9344218191690743,1.9344218191690743,7.754254967224889,Black Eyed Peas
2,triviaqa,1719516.666873045,1.3612791360355914,1.3612791360355914,11.753651089222066,55 miles an hour
3,triviaqa,1719518.028443647,2.5104578968603164,2.5104578968603164,5.975005603065332,Antonio Vivaldi
4,triviaqa,1719520.539224851,1.2771454211324453,1.2771454211324453,17.225916200280928,Dartmoor National Park
5,triviaqa,1719521.816682647,1.1410319989081472,1.1410319989081472,10.516795332192956,Domestic pig
6,triviaqa,1719522.957980742,0.7963796439580619,0.7963796439580619,12.556825222577649,Fontanelle
7,triviaqa,1719523.754630232,0.4226286879274994,0.4226286879274994,21.295288883806016,Berkshire
8,triviaqa,1719524.177552476,0.5708416940178722,0.5708416940178722,31.532384877682826,The Elysian Fields
9,triviaqa,1719524.748710686,0.9448934597894549,0.9448934597894549,7.408242619818502,Ben-Hur
10,triviaqa,1719525.693879323,2.094804822932929,2.094804822932929,6.205828752006951,Crystal Gayle
11,triviaqa,1719527.788972672,1.1093349759466946,1.1093349759466946,17.12737848528178,The end of a piece.
12,triviaqa,1719528.898595264,0.5765681471675634,0.5765681471675634,20.812804278125576,Nadine Coyle
13,triviaqa,1719529.475449217,1.4038560090120882,1.4038560090120882,15.671122863577503,Too long; didn't read.
14,triviaqa,1719530.879598822,0.5396335129626095,0.5396335129626095,11.118657117975792,SMERSH
15,triviaqa,1719531.419564873,0.6366460560820997,0.6366460560820997,36.126823971142294,Collapsible baby buggy.
16,triviaqa,1719532.056481865,1.7929168071132153,1.7929168071132153,4.46200290401697,Brighton
17,triviaqa,1719533.849674158,0.3370976960286498,0.3370976960286498,32.63148971230321,James Blunt
18,triviaqa,1719534.186983259,1.6855129641480744,1.6855129641480744,5.932911945921697,Basketball
19,triviaqa,1719535.872777345,1.7370625510811806,1.7370625510811806,10.938005651076894,Sweet orange citrus
20,triviaqa,1719537.610157023,1.3167292210273445,1.3167292210273445,14.429694197244087,Parkinson's disease
21,triviaqa,1719538.927194941,0.543854831950739,0.543854831950739,23.9034375283026,Robert Stroud
22,triviaqa,1719539.471261486,0.9800222241319716,0.9800222241319716,16.326160372711517,Zadok the Priest
23,triviaqa,1719540.451525336,1.2359197731129825,1.2359197731129825,7.282026063335147,Moby Dick
24,triviaqa,1719541.687686314,2.0366933688055724,2.0366933688055724,12.76579007828155,Childe Harold's Pilgrimage
25,triviaqa,1719543.724692485,1.4063448780216277,1.4063448780216277,9.954883911330816,Gordon Jackson
26,triviaqa,1719545.13133424,2.0096415628213435,2.0096415628213435,4.47841056161521,light rum
27,triviaqa,1719547.14128465,0.5701972891110927,0.5701972891110927,19.291568392316307,River Trent
28,triviaqa,1719547.711692675,0.39172671595588326,0.39172671595588326,25.528001008555698,Dog breed.
29,triviaqa,1719548.103605665,1.2699507009238005,1.2699507009238005,4.7245928488684,Dakota
30,triviaqa,1719549.373791551,1.2077604450751096,1.2077604450751096,17.387554034934492,A type of hot pepper.
31,triviaqa,1719550.581807601,0.3723307750187814,0.3723307750187814,26.857838972605936,Basketball
32,triviaqa,1719550.954430361,1.8068542920518667,1.8068542920518667,8.301720878093594,Charlton Heston
33,triviaqa,1719552.761587208,0.7411476911511272,0.7411476911511272,20.23888110169037,Arlene Phillips
34,triviaqa,1719553.503057636,1.4020958049222827,1.4020958049222827,5.705744195164634,Quadrans
35,triviaqa,1719554.905463457,2.553990183863789,2.553990183863789,3.5238976472432655,Wanderers
36,triviaqa,1719557.459750556,0.2675419619772583,0.2675419619772583,56.06597144292092,King George III
37,triviaqa,1719557.727565194,2.3435594320762902,2.3435594320762902,6.400520419791813,Jackson Pollock
