index_in_dataset,dataset,start_time,ttft,finish_time,throughput,generated_text
0,triviaqa,1718997.330536885,1.6004225839860737,1.6004225839860737,8.122854632319486,United States
1,triviaqa,1718998.931365438,1.7746264729648829,1.7746264729648829,8.452482946982853,Black Eyed Peas
2,triviaqa,1719000.706288688,1.3751215590164065,1.3751215590164065,11.63533499645256,55 miles an hour
3,triviaqa,1719002.081710353,2.257177527062595,2.257177527062595,6.645467545266778,Antonio Vivaldi
4,triviaqa,1719004.339223347,1.2807493940927088,1.2807493940927088,17.177443223063122,Dartmoor National Park
5,triviaqa,1719005.620295237,1.1491930328775197,1.1491930328775197,10.442109947318965,Domestic pig
6,triviaqa,1719006.769781126,0.8038283470086753,0.8038283470086753,12.440466969364138,fontanelle
7,triviaqa,1719007.57393125,0.4240645789541304,0.4240645789541304,21.22318261571547,Berkshire
8,triviaqa,1719007.998395007,0.540500805946067,0.540500805946067,25.901904023057032,Elysian Fields
9,triviaqa,1719008.53921026,0.952463269000873,0.952463269000873,7.349364776389696,Ben-Hur
10,triviaqa,1719009.491965955,2.093308669049293,2.093308669049293,6.210264254007099,Crystal Gayle
11,triviaqa,1719011.585570091,1.105924759991467,1.105924759991467,17.18019225841964,The end of a piece.
12,triviaqa,1719012.691781027,0.5738851830828935,0.5738851830828935,20.910105982413363,Nadine Coyle
13,triviaqa,1719013.265995357,1.363614371046424,1.363614371046424,15.400248373654797,Too long; didn't read
14,triviaqa,1719014.629904054,0.5406772887799889,0.5406772887799889,11.097192585134653,SMERSH
15,triviaqa,1719015.170987933,0.638736714143306,0.638736714143306,36.00857675896763,Collapsible baby buggy.
16,triviaqa,1719015.810101405,1.7901377780362964,1.7901377780362964,4.468929765157883,Brighton
17,triviaqa,1719017.600532999,0.3378892610780895,0.3378892610780895,32.55504470577949,James Blunt
18,triviaqa,1719017.938676415,1.678524418035522,1.678524418035522,5.957613659087308,Basketball
19,triviaqa,1719019.6175026,1.744853099109605,1.744853099109605,10.889168841603722,Sweet orange citrus
20,triviaqa,1719021.362661886,1.3257488629315048,1.3257488629315048,14.33152275762626,Parkinson's disease
21,triviaqa,1719022.688709196,0.5508912540972233,0.5508912540972233,23.5981237736363,Robert Stroud
22,triviaqa,1719023.239900517,0.9872647339943796,0.9872647339943796,16.20639272231017,Zadok the Priest
23,triviaqa,1719024.227468187,1.2464836069848388,1.2464836069848388,7.220311562516576,Moby Dick
24,triviaqa,1719025.474280441,2.0493277171626687,2.0493277171626687,12.687087468859042,Childe Harold's Pilgrimage
25,triviaqa,1719027.523920833,1.4098956130910665,1.4098956130910665,9.929813150709993,Gordon Jackson
26,triviaqa,1719028.934146112,2.0147796438541263,2.0147796438541263,4.466989741262055,light rum
27,triviaqa,1719030.949244433,0.5752551429904997,0.5752551429904997,19.121949858311243,River Trent
28,triviaqa,1719031.524785772,0.3297298080287874,0.3297298080287874,9.098358495201872,Dog
29,triviaqa,1719031.854788105,1.2760462879668921,1.2760462879668921,4.702023787522411,Dakota
30,triviaqa,1719033.13115644,1.2111624430399388,1.2111624430399388,17.33871465440372,A type of hot pepper.
31,triviaqa,1719034.342625159,0.373020120896399,0.373020120896399,26.808205348197173,Basketball
32,triviaqa,1719034.715933656,1.8151535450015217,1.8151535450015217,8.263763713712398,Charlton Heston
33,triviaqa,1719036.531383047,0.7449499168433249,0.7449499168433249,20.135581816777012,Arlene Phillips
34,triviaqa,1719037.27666443,1.4151424190495163,1.4151424190495163,5.653141261480394,Quadrans
35,triviaqa,1719038.692131277,2.291238784091547,2.291238784091547,3.9280061347112754,Wanderers
36,triviaqa,1719040.983662967,0.2652438248042017,0.2652438248042017,56.551740690184715,King George III
37,triviaqa,1719041.249192829,2.3549621899146587,2.3549621899146587,6.369529015896252,Jackson Pollock
38,triviaqa,1719043.604457883,2.0528228159528226,2.0528228159528226,2.922804614881039,Island
39,triviaqa,1719045.657574625,1.2031635150779039,1.2031635150779039,6.649137793612373,Dubonnet
40,triviaqa,1719046.861052277,0.8595355160068721,0.8595355160068721,10.470771518332517,Vitamin K
41,triviaqa,1719047.720886849,0.8270942999515682,0.8270942999515682,14.508623745445565,Max Bygraves
42,triviaqa,1719048.548301706,0.43747267685830593,0.43747267685830593,20.5727133969444,Dr Finlay
43,triviaqa,1719048.985981927,0.6371427669655532,0.6371427669655532,7.847534742979077,Never
44,triviaqa,1719049.623418529,1.2810331259388477,1.2810331259388477,6.244959508082146,Augustus
45,triviaqa,1719050.904726361,1.1045677161309868,1.1045677161309868,9.05331547714195,John Glenn
46,triviaqa,1719052.009575413,0.9078962709754705,0.9078962709754705,7.710131899186009,Alloway
47,triviaqa,1719052.917738679,1.5942332569975406,1.5942332569975406,6.89986860562461,Marni Nixon
48,triviaqa,1719054.512259302,1.4921047559473664,1.4921047559473664,6.701942313460965,James Hogg
49,triviaqa,1719056.004638884,1.1693273659329861,1.1693273659329861,12.82788758478406,Albert Einstein
50,triviaqa,1719057.174273116,0.9916525150183588,0.9916525150183588,5.042088760201887,China
51,triviaqa,1719058.166214857,1.1410971670411527,1.1410971670411527,6.134446918443318,Emerald
52,triviaqa,1719059.30756133,0.783129177056253,0.783129177056253,28.092427972990357,Breakfast at Tiffany's
53,triviaqa,1719060.090950563,1.6980938098859042,1.6980938098859042,7.066747390596922,Jimi Hendrix
54,triviaqa,1719061.789338839,0.31719536194577813,0.31719536194577813,22.068418519929654,Archery
55,triviaqa,1719062.106829547,2.0773320849984884,2.0773320849984884,3.3697067746417124,Bassoon
56,triviaqa,1719064.184457428,1.1409224609378725,1.1409224609378725,4.382418763050602,Apple
57,triviaqa,1719065.325628995,1.4847251479513943,1.4847251479513943,7.408778665315709,Buddy Holly
58,triviaqa,1719066.810616998,1.9432267791125923,1.9432267791125923,5.660687737652184,Nowhere Boy
