index_in_dataset,dataset,start_time,ttft,finish_time,throughput,generated_text
0,samsum,1588642.508593072,1.938615659950301,1.938615659950301,11.348304078263764,Emilia is still angry.
1,samsum,1588644.447494438,1.8009861251339316,1.8009861251339316,117.15803750809509,"Mico wants to go to the village party to meet some hot boys, but Lia is too tired after hiking. Jim jokes that a village boy who doesn't speak English is attractive, and Mico agrees. Jeff and Mico will go to the"
2,samsum,1588646.248887791,1.829668235965073,1.829668235965073,40.44449072537356,Michael can't make it today and will call Tom tomorrow to apologize again.
3,samsum,1588648.078838553,2.2747323499061167,2.2747323499061167,98.47312366628319,"Autumn has sewn a dress and is excited to show it to Israel, who hasn't had time to sew anything yet. Autumn teases Israel about not having priorities in life, comparing herself to Israel who hasn't checked tests in a month."
4,samsum,1588650.353878469,2.4246508779469877,2.4246508779469877,103.52005820010176,"Brenda and Sandra, former coworkers from a clothes factory, reconnect after 25 years and reminisce about their past, including their time at the factory, their families, and their shared love of music and dancing. They discuss organizing a reunion for"
5,samsum,1588652.778838454,2.8719874990638345,2.8719874990638345,66.85265867716525,"Leah sent Kristi a link to get a 20% discount coupon for an online shop, which includes all items, including trainers Kristi needs. In return, Kristi will put Leah's ID, ""Direndia45"", into the"
6,samsum,1588655.651156289,3.280238247010857,3.280238247010857,80.17710306245615,"Lisa and Peter discuss their health and fitness goals, with Peter working out regularly at a gym and Lisa considering starting a workout routine. They agree that a healthy diet, sufficient sleep, and regular exercise are all important for maintaining good health."
7,samsum,1588658.931722463,2.8916049369145185,2.8916049369145185,66.39911197719604,"Petra is extremely sleepy and wants to sleep, while Andy thinks the office is boring because nobody is working. Ezgi is working, but Petra is jokingly saying she's sleeping with her eyes open."
8,samsum,1588661.823614806,2.6069995369762182,2.6069995369762182,77.10012876839018,"People are photoshopping Timothée Chalamet into artworks, which is hilarious, and he looks like a typical young man from a 19th-century portrait, as if he read Rimbaud's poems and drank absinthe daily."
9,samsum,1588664.430898128,1.702815170865506,1.702815170865506,110.40540583417722,"Adele got a new 4-month-old pup biscuit lab named Chewy, and the other pets are adjusting to him, with the cats keeping their distance and the other dogs mothering him and wanting to play."
10,samsum,1588666.133996905,2.2387130518909544,2.2387130518909544,75.48979975671837,"Cara wanted to visit Celine, but Celine is not at home. Celine offers to drop by in the evening if Cara doesn't mind, and Cara agrees to call her if she decides to come."
11,samsum,1588668.372997913,1.911445549922064,1.911445549922064,72.71983238322824,"Janice has watched almost all of the top 50 best films of 2018, including Deadpool 2 and Avengers, which her boyfriend forced her to watch."
12,samsum,1588670.284692869,1.91915801493451,1.91915801493451,121.928469765938,"Luke and Martial plan to attend team selection tomorrow despite their injuries, and will inform Jose and the coach that they are ready to play. They will meet up at Carrington early in the morning to go to the coach's office together."
13,samsum,1588672.204106529,2.739818719914183,2.739818719914183,78.10735741184473,"Sally and Rita are excited about Borns' new album, with ""God Save Our Young Blood"" and ""Faded Heart"" being their favorite tracks. They're also looking forward to Florence's new single, which is coming out tomorrow."
14,samsum,1588674.944224646,1.8181875708978623,1.8181875708978623,64.34979639764161,"Martin won two cinema tickets by writing a short review on Facebook, and he's going to see the new film with Redford."
15,samsum,1588676.762716104,1.8004907330032438,1.8004907330032438,75.53496250055677,"Max shares his latest music project with Jim, who agrees to listen to it when he gets home, and promises to give Max his thoughts later."
16,samsum,1588678.563526584,1.6031592548824847,1.6031592548824847,102.29800907210655,"Wanda wants to have a party and needs Gina's help. Gina agrees to take her father's car and go grocery shopping with Wanda on Friday, but only if her father agrees."
17,samsum,1588680.166949325,1.32510158396326,1.32510158396326,98.86034518817097,"Madison saw an offer for a trip to Thailand, which is not too expensive, except for the tickets, but children under 12 get 50% off."
18,samsum,1588681.492326885,2.110840983921662,2.110840983921662,60.63933805292761,"Charlee is in a theatre class in Portuguese, where they are preparing a performance of a Polish play translated into Portuguese."
19,samsum,1588683.603490855,0.8404827178455889,0.8404827178455889,58.29983051359081,Jesse broke his razor and wants to borrow Stig's.
20,samsum,1588684.444240299,2.0865692559164017,2.0865692559164017,30.672358378965857,Meg can meet Ann at home at 7 pm after Ann's extra math classes.
21,samsum,1588686.531157943,2.577169100055471,2.577169100055471,64.79978360613026,"Jones and Angelina meet up after a long time and catch up, discussing meeting in town later in the afternoon. Jones will call Angelina to confirm the meeting location."
