prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
20042.0,10.0,2.2122206687927246,2.0299630165100098,3,1,1751359293.766082,1751359298.0082731
20042.0,10.0,2.4464468955993652,2.0465023517608643,4,1,1751359311.7859046,1751359316.2788613
20042.0,10.0,0.14098596572875977,0.1429283618927002,5,1,1751359279.7259824,1751359280.009908
20078.0,10.0,7.210346698760986,2.0604305267333984,5,2,1751359329.7408173,1751359339.011605
20042.0,10.0,0.5756969451904297,0.2022686004638672,6,1,1751359297.7767751,1751359298.5547454
20078.0,10.0,11.776453256607056,2.0440855026245117,6,2,1751359347.8554099,1751359361.6759593
20042.0,10.0,5.23609185218811,2.128032922744751,7,1,1751359315.8015225,1751359323.1656504
20078.0,10.0,16.4306800365448,2.064487934112549,7,2,1751359365.803524,1751359384.2987666
20042.0,10.0,2.157636880874634,0.19974637031555176,8,1,1751359283.7376335,1751359286.0950263
20078.0,10.0,10.107340097427368,2.1404831409454346,8,2,1751359333.7522943,1751359346.0001261
20042.0,10.0,2.1558730602264404,0.30098438262939453,9,1,1751359301.7958949,1751359304.2527614
20078.0,10.0,14.608970165252686,2.104653835296631,9,2,1751359351.8668957,1751359368.5805295
20042.0,10.0,5.701520204544067,2.007347822189331,10,1,1751359319.718091,1751359327.426971
20078.0,10.0,19.35303044319153,2.1250085830688477,10,2,1751359369.779596,1751359391.2576442
20042.0,10.0,0.21920561790466309,0.13921785354614258,11,1,1751359287.749223,1751359288.1076553
20078.0,10.0,10.449068546295166,2.0620310306549072,11,2,1751359337.8283784,1751359350.3394883
20042.0,10.0,2.1594817638397217,0.2902369499206543,12,1,1751359305.7663944,1751359308.216123
20078.0,10.0,15.123191595077515,2.0289716720581055,12,2,1751359355.7744603,1751359372.9266322
20042.0,10.0,6.239296197891235,2.3810465335845947,13,1,1751359323.7273433,1751359332.3476937
20078.0,10.0,19.75323510169983,0.13961458206176758,13,2,1751359373.787803,1751359393.6806586
20042.0,10.0,0.2120063304901123,0.13992810249328613,14,1,1751359291.759421,1751359292.1113653
20078.0,10.0,11.025197505950928,2.1203103065490723,14,2,1751359341.8424022,1751359354.9879186
20042.0,10.0,2.165318489074707,2.0198333263397217,15,1,1751359309.7789497,1751359313.9641142
20078.0,10.0,15.713685035705566,2.079500913619995,15,2,1751359359.7834268,1751359377.5766215
20042.0,10.0,0.19517922401428223,0.16799044609069824,16,1,1751359277.7202349,1751359278.0834136
20078.0,10.0,6.9569923877716064,2.0037648677825928,16,2,1751359327.737125,1751359336.6978912
20042.0,10.0,2.5819318294525146,0.20172905921936035,17,1,1751359295.7712116,1751359298.554878
20078.0,10.0,11.625109195709229,2.1574487686157227,17,2,1751359345.8507922,1751359359.633359
20042.0,10.0,4.969661235809326,2.081584930419922,18,1,1751359313.796345,1751359320.8476002
20078.0,10.0,16.304826259613037,2.1296403408050537,18,2,1751359363.8016553,1751359382.2361321
20042.0,10.0,0.11936831474304199,0.14008259773254395,19,1,1751359281.731524,1751359281.9909847
20078.0,10.0,9.838890075683594,2.0913615226745605,19,2,1751359331.7462986,1751359343.6765604
20042.0,10.0,0.22313284873962402,0.1355292797088623,20,1,1751359299.78796,1751359300.1466315
20078.0,10.0,14.312330722808838,2.1095023155212402,20,2,1751359349.8637767,1751359366.2856205
20042.0,10.0,5.452437162399292,2.001189947128296,21,1,1751359317.712775,1751359325.1664104
20078.0,10.0,19.07746124267578,2.077340841293335,21,2,1751359367.7750883,1751359388.9299002
20042.0,10.0,0.2000255584716797,0.16717886924743652,22,1,1751359285.743744,1751359286.1109576
20078.0,10.0,10.24317193031311,2.0069875717163086,22,2,1751359335.7563624,1751359348.0065315
20042.0,10.0,0.30019235610961914,0.16718721389770508,23,1,1751359303.8009326,1751359304.26832
20078.0,10.0,14.871206760406494,2.156949996948242,23,2,1751359353.8711193,1751359370.8992844
20042.0,10.0,5.942311763763428,2.0884151458740234,24,1,1751359321.7228885,1751359329.7536218
20078.0,10.0,19.650453567504883,2.1080145835876465,24,2,1751359371.783584,1751359393.5420587
20042.0,10.0,0.1050713062286377,0.13826298713684082,25,1,1751359289.7542765,1751359289.9976192
20078.0,10.0,10.74147915840149,2.0717365741729736,25,2,1751359339.838455,1751359352.6517909
20042.0,10.0,0.2912325859069824,0.1674048900604248,26,1,1751359307.7730556,1751359308.2317276
20078.0,10.0,15.394256114959717,2.097762107849121,26,2,1751359357.7792187,1751359375.2712455
20042.0,10.0,2.1643524169921875,0.19809842109680176,27,1,1751359275.7061272,1751359278.0685878
20078.0,10.0,6.8047776222229,2.1593680381774902,27,2,1751359325.7313952,1751359334.6955495
20042.0,10.0,4.584850549697876,0.2013552188873291,28,1,1751359293.7687907,1751359298.555
20078.0,10.0,11.332846641540527,2.1336216926574707,28,2,1751359343.8466737,1751359357.3131993
20042.0,10.0,4.7271013259887695,2.0433244705200195,29,1,1751359311.7897718,1751359318.5602067
20078.0,10.0,15.986032247543335,2.1525719165802,29,2,1751359361.7920225,1751359379.9306355
20042.0,10.0,9.408543586730957,2.124305009841919,30,1,1751359329.8423865,1751359341.3752384
20042.0,10.0,14.054703950881958,2.043102979660034,31,1,1751359347.8601918,1751359363.958009
20042.0,10.0,18.651481866836548,2.0694384574890137,32,1,1751359365.9049103,1751359386.6258402
