prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
20042.0,10.0,2.7150096893310547,1.8716325759887695,3,1,1751357543.6825361,1751357548.269186
20042.0,10.0,5.515467405319214,1.8899474143981934,4,1,1751357561.7035494,1751357569.1089756
20042.0,10.0,2.1679019927978516,1.8497073650360107,5,1,1751357529.698572,1751357533.7161896
20078.0,10.0,8.324983596801758,1.8957312107086182,5,2,1751357579.7513626,1751357589.972084
20042.0,10.0,5.032712459564209,1.9511218070983887,6,1,1751357547.6941533,1751357554.6779928
20078.0,10.0,11.225077629089355,1.8899388313293457,6,2,1751357597.757591,1751357610.8726163
20042.0,10.0,7.841933965682983,1.968437671661377,7,1,1751357565.7135265,1751357575.5239081
20078.0,10.0,14.102930784225464,1.8794136047363281,7,2,1751357615.7996178,1751357631.7819774
20042.0,10.0,2.2722177505493164,1.8495728969573975,8,1,1751357533.7321503,1751357537.853948
20078.0,10.0,10.673707723617554,1.9711108207702637,8,2,1751357583.7576315,1751357596.4024622
20042.0,10.0,5.094502687454224,1.8679008483886719,9,1,1751357551.7129061,1751357558.6753144
20078.0,10.0,13.57769227027893,1.962785005569458,9,2,1751357601.7659547,1751357617.3064423
20042.0,10.0,7.9177405834198,1.8858654499053955,10,1,1751357569.7265687,1751357579.5301816
20078.0,10.0,16.48282027244568,1.9534311294555664,10,2,1751357619.7761533,1751357638.2124124
20042.0,10.0,2.4637322425842285,1.9172348976135254,11,1,1751357537.7444823,1751357542.1254587
20078.0,10.0,10.697511434555054,1.8877794742584229,11,2,1751357587.8244684,1751357600.4097672
20042.0,10.0,5.233334064483643,1.933471918106079,12,1,1751357555.7862618,1751357562.9530742
20078.0,10.0,13.571734428405762,1.8761813640594482,12,2,1751357605.8733711,1751357621.3212948
20042.0,10.0,8.126500129699707,1.9460399150848389,13,1,1751357573.737019,1751357583.8095698
20078.0,10.0,16.577869653701782,0.14011406898498535,13,2,1751357623.7836776,1751357640.50167
20042.0,10.0,2.6587231159210205,1.9706287384033203,14,1,1751357541.7696657,1751357546.3990211
20078.0,10.0,10.926249027252197,1.9394826889038086,14,2,1751357591.839923,1751357604.7056632
20042.0,10.0,5.551959753036499,1.9711720943450928,15,1,1751357559.6962104,1751357567.2193491
20078.0,10.0,13.892937421798706,1.9308052062988281,15,2,1751357609.7833068,1751357625.6070552
20042.0,10.0,2.105778932571411,1.8498337268829346,16,1,1751357527.6928284,1751357531.6484509
20078.0,10.0,8.358174562454224,1.9739418029785156,16,2,1751357577.7447724,1751357588.0768974
20042.0,10.0,4.923529863357544,1.9313676357269287,17,1,1751357545.6870148,1751357552.5419188
20078.0,10.0,11.253566265106201,1.9780678749084473,17,2,1751357595.7526524,1751357608.9842944
20042.0,10.0,7.7299158573150635,1.9469237327575684,18,1,1751357563.7081857,1751357573.3850343
20078.0,10.0,14.124337196350098,1.9844286441802979,18,2,1751357613.7950978,1751357629.9038696
20042.0,10.0,2.2257704734802246,1.8522896766662598,19,1,1751357531.710584,1751357535.7886562
20078.0,10.0,10.546139240264893,1.958742380142212,19,2,1751357581.7540293,1751357594.25892
20042.0,10.0,5.123465538024902,1.9765245914459229,20,1,1751357549.7079437,1751357556.8079426
20078.0,10.0,13.45498251914978,1.9489424228668213,20,2,1751357599.7620156,1751357615.1659486
20042.0,10.0,7.948271036148071,1.9775035381317139,21,1,1751357567.7180705,1751357577.643854
20078.0,10.0,16.363900661468506,1.9377098083496094,21,2,1751357617.7701867,1751357636.0718062
20042.0,10.0,2.3617682456970215,1.8917698860168457,22,1,1751357535.7388039,1751357539.9923508
20078.0,10.0,10.780123949050903,1.9783775806427002,22,2,1751357585.7649302,1751357598.5234356
20042.0,10.0,5.187892436981201,1.9103968143463135,23,1,1751357553.719175,1751357560.817473
20078.0,10.0,13.691928148269653,1.9836804866790771,23,2,1751357603.7700047,1751357619.445622
20042.0,10.0,8.018020153045654,1.9258291721343994,24,1,1751357571.7307734,1751357581.6746314
20078.0,10.0,16.592904567718506,1.9905312061309814,24,2,1751357621.7799618,1751357640.3634105
20042.0,10.0,2.561141014099121,1.9558367729187012,25,1,1751357539.751297,1751357544.2682827
20078.0,10.0,10.797168731689453,1.934802770614624,25,2,1751357589.83252,1751357602.5645025
20042.0,10.0,5.435776710510254,1.9718623161315918,26,1,1751357557.6906698,1751357565.0983186
20078.0,10.0,13.776185989379883,1.9164388179779053,26,2,1751357607.7774284,1751357623.4700615
20042.0,10.0,2.0305683612823486,1.1407408714294434,27,1,1751357525.6784625,1751357528.8497813
20078.0,10.0,8.235886573791504,1.9844341278076172,27,2,1751357575.740464,1751357585.9607964
20042.0,10.0,4.817125082015991,1.8938558101654053,28,1,1751357543.686024,1751357550.3970134
20078.0,10.0,11.13588261604309,1.9769866466522217,28,2,1751357593.7435403,1751357606.8564186
20042.0,10.0,7.621957302093506,1.9091618061065674,29,1,1751357561.7059858,1751357571.2371113
20078.0,10.0,14.00119948387146,1.9690134525299072,29,2,1751357611.7918603,1751357627.7620788
20042.0,10.0,10.435442924499512,1.9181020259857178,30,1,1751357579.7553627,1751357592.1089165
20042.0,10.0,13.343100309371948,1.911651611328125,31,1,1751357597.7602324,1751357613.0149906
20042.0,10.0,16.213239431381226,1.903365135192871,32,1,1751357615.8021636,1751357633.9187815
