prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
20042.0,10.0,0.5722270011901855,2.13541841506958,3,1,1751358899.4201896,1751358902.1278481
20042.0,10.0,0.8326702117919922,2.0820958614349365,4,1,1751358917.3517485,1751358920.2665234
20042.0,10.0,0.13789820671081543,0.14168381690979004,5,1,1751358885.375631,1751358885.6552184
20078.0,10.0,0.5206916332244873,2.086646318435669,5,2,1751358935.4009936,1751358938.0083406
20042.0,10.0,0.13205409049987793,0.13989663124084473,6,1,1751358903.4403915,1751358903.7123513
20078.0,10.0,0.5330173969268799,2.083869695663452,6,2,1751358953.5304716,1751358956.1473675
20042.0,10.0,0.4801323413848877,0.13971853256225586,7,1,1751358921.3674142,1751358921.9872737
20078.0,10.0,0.5132324695587158,2.082017660140991,7,2,1751358971.379343,1751358973.9746015
20042.0,10.0,0.5442476272583008,0.14648747444152832,8,1,1751358889.3871534,1751358890.0778959
20078.0,10.0,0.5194313526153564,0.13951349258422852,8,2,1751358939.4206228,1751358940.0795782
20042.0,10.0,0.5202281475067139,0.14243674278259277,9,1,1751358907.3502178,1751358908.0128872
20078.0,10.0,0.5176432132720947,0.1398937702178955,9,2,1751358957.44494,1751358958.1024852
20042.0,10.0,0.5143425464630127,0.13946318626403809,10,1,1751358925.377262,1751358926.0310786
20078.0,10.0,0.5156149864196777,0.14177870750427246,10,2,1751358975.4538503,1751358976.1112537
20042.0,10.0,0.20999860763549805,0.13930225372314453,11,1,1751358893.4071267,1751358893.756437
20078.0,10.0,0.5450112819671631,0.15253901481628418,11,2,1751358943.4034555,1751358944.1010184
20042.0,10.0,0.5332486629486084,0.14178180694580078,12,1,1751358911.4306443,1751358912.105683
20078.0,10.0,0.5173249244689941,0.14242291450500488,12,2,1751358961.4536004,1751358962.1133564
20042.0,10.0,0.5004827976226807,0.14241266250610352,13,1,1751358929.3870397,1751358930.029946
20078.0,10.0,0.5043063163757324,0.14161229133605957,13,2,1751358979.4631524,1751358980.1090767
20042.0,10.0,0.21489930152893066,0.14191389083862305,14,1,1751358897.4132166,1751358897.7700384
20078.0,10.0,0.5204236507415771,0.1396043300628662,14,2,1751358947.4131134,1751358948.0731506
20042.0,10.0,0.5116157531738281,0.1403040885925293,15,1,1751358915.4430113,1751358916.09494
20078.0,10.0,0.5245811939239502,0.1386256217956543,15,2,1751358965.4647553,1751358966.1279688
20042.0,10.0,0.2829475402832031,0.1674330234527588,16,1,1751358883.3674924,1751358883.817882
20078.0,10.0,0.5041623115539551,0.14040422439575195,16,2,1751358933.3959312,1751358934.0405056
20042.0,10.0,1.0772545337677002,0.1886427402496338,17,1,1751358901.426408,1751358902.6923127
20078.0,10.0,0.5130715370178223,0.1332559585571289,17,2,1751358951.5234447,1751358952.1697817
20042.0,10.0,1.579500675201416,0.18030524253845215,18,1,1751358919.357472,1751358921.1172872
20078.0,10.0,0.5190451145172119,0.1389782428741455,18,2,1751358969.3741302,1751358970.0321598
20042.0,10.0,0.1341097354888916,0.1528489589691162,19,1,1751358887.3818367,1751358887.6687994
20078.0,10.0,1.2892162799835205,0.18477916717529297,19,2,1751358937.4088757,1751358938.8828835
20042.0,10.0,0.21591877937316895,0.14607906341552734,20,1,1751358905.445404,1751358905.8074117
20078.0,10.0,1.3040978908538818,0.1727466583251953,20,2,1751358955.5361385,1751358957.0129917
20042.0,10.0,0.5151927471160889,0.1412968635559082,21,1,1751358923.3723662,1751358924.0288653
20078.0,10.0,1.2121388912200928,0.17914891242980957,21,2,1751358973.444687,1751358974.8359833
20042.0,10.0,0.10647106170654297,0.14010262489318848,22,1,1751358891.3920333,1751358891.6386175
20078.0,10.0,0.5142478942871094,0.14344406127929688,22,2,1751358941.4252503,1751358942.0829525
20042.0,10.0,0.22078561782836914,0.14303922653198242,23,1,1751358909.3564868,1751358909.7203207
20078.0,10.0,0.518061637878418,0.13508033752441406,23,2,1751358959.4494596,1751358960.1026099
20042.0,10.0,0.5191080570220947,0.14020895957946777,24,1,1751358927.3820193,1751358928.0413451
20078.0,10.0,0.5240383148193359,0.1401968002319336,24,2,1751358977.45821,1751358978.1224513
20042.0,10.0,0.11977291107177734,0.14060068130493164,25,1,1751358895.4021628,1751358895.662546
20078.0,10.0,0.5305464267730713,0.1387035846710205,25,2,1751358945.40886,1751358946.0781186
20042.0,10.0,0.21864748001098633,0.14140987396240234,26,1,1751358913.4382014,1751358913.7982671
20078.0,10.0,0.5177912712097168,0.13983988761901855,26,2,1751358963.458207,1751358964.1158538
20042.0,10.0,2.245443105697632,0.20635080337524414,27,1,1751358881.3505106,1751358883.802314
20078.0,10.0,0.5115735530853271,0.13937640190124512,27,2,1751358931.3918164,1751358932.042772
20042.0,10.0,3.080256938934326,0.18878531455993652,28,1,1751358899.4228542,1751358902.6919053
20078.0,10.0,0.518843412399292,0.13982033729553223,28,2,1751358949.4192815,1751358950.0779526
20042.0,10.0,3.483102560043335,0.17954444885253906,29,1,1751358917.4531324,1751358921.11579
20078.0,10.0,0.5838441848754883,0.14098405838012695,29,2,1751358967.4694047,1751358968.1942415
20042.0,10.0,3.196354866027832,0.18457484245300293,30,1,1751358935.5021815,1751358938.8831215
20042.0,10.0,3.3078343868255615,0.17354726791381836,31,1,1751358953.5330124,1751358957.014403
20042.0,10.0,3.076833724975586,0.17892956733703613,32,1,1751358971.5804555,1751358974.8362272
