prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
20042.0,10.0,0.2582390308380127,3.815342664718628,3,1,1751351310.9725313,1751351315.0461206
20042.0,10.0,8.634550094604492,3.8279213905334473,4,1,1751351328.978947,1751351341.4414282
20042.0,10.0,4.710199356079102,3.9258060455322266,5,1,1751351296.9333704,1751351305.5693843
20078.0,10.0,33.30796027183533,3.816939353942871,5,2,1751351346.9320712,1751351384.0569804
20042.0,10.0,5.208137512207031,3.9916534423828125,6,1,1751351314.9841273,1751351324.183926
20078.0,10.0,57.59464955329895,3.8152761459350586,6,2,1751351365.0578854,1751351426.467823
20042.0,10.0,17.471357107162476,3.9885096549987793,7,1,1751351332.9919243,1751351354.4518008
20078.0,10.0,82.07068705558777,3.769548177719116,7,2,1751351383.0102627,1751351468.8505077
20042.0,10.0,5.110013246536255,3.989377498626709,8,1,1751351300.9462736,1751351310.0456743
20078.0,10.0,42.07397150993347,3.9933536052703857,8,2,1751351351.0415373,1751351397.1088715
20042.0,10.0,5.745704650878906,3.9715688228607178,9,1,1751351318.9993567,1751351328.7166421
20078.0,10.0,66.47030186653137,3.9459266662597656,9,2,1751351369.0718234,1751351439.488061
20042.0,10.0,22.06858205795288,3.806846857070923,10,1,1751351337.0038536,1751351362.8792942
20078.0,10.0,90.84441757202148,3.966134786605835,10,2,1751351387.08904,1751351481.8996015
20042.0,10.0,5.526688098907471,0.33188939094543457,11,1,1751351304.9564185,1751351310.8150043
20078.0,10.0,46.40558481216431,3.8620216846466064,11,2,1751351355.019604,1751351405.287221
20042.0,10.0,6.2896692752838135,4.051148414611816,12,1,1751351322.9636037,1751351333.3044324
20078.0,10.0,70.87344074249268,3.810964822769165,12,2,1751351372.98079,1751351447.665203
20042.0,10.0,26.729543447494507,3.92741322517395,13,1,1751351340.915666,1751351371.5726314
20078.0,10.0,95.26420402526855,0.25626134872436523,13,2,1751351390.997664,1751351486.5181358
20042.0,10.0,1.5166914463043213,0.3317105770111084,14,1,1751351308.966911,1751351310.815322
20078.0,10.0,51.01882886886597,3.9620556831359863,14,2,1751351359.0274494,1751351414.0083451
20042.0,10.0,6.673104763031006,3.968935489654541,15,1,1751351326.9729095,1751351337.61496
20078.0,10.0,75.4860463142395,3.903700590133667,15,2,1751351376.9914546,1751351456.3812096
20042.0,10.0,2.238764524459839,3.9126405715942383,16,1,1751351294.9257686,1751351301.077182
20078.0,10.0,31.307523727416992,4.005995273590088,16,2,1751351344.9282336,1751351380.2417605
20042.0,10.0,2.7073817253112793,3.9122354984283447,17,1,1751351312.9781911,1751351319.597818
20078.0,10.0,55.634199142456055,3.966948986053467,17,2,1751351363.0517428,1751351422.6528997
20042.0,10.0,15.215306282043457,3.879136085510254,18,1,1751351330.9867454,1751351350.0811965
20078.0,10.0,80.0861427783966,3.993788003921509,18,2,1751351381.0027606,1751351465.0827546
20042.0,10.0,2.708103895187378,3.924811840057373,19,1,1751351298.936749,1751351305.569675
20078.0,10.0,39.8936071395874,3.898611545562744,19,2,1751351348.9367642,1751351392.7289915
20042.0,10.0,3.197371482849121,3.9921443462371826,20,1,1751351316.9941125,1751351324.1836345
20078.0,10.0,64.15559816360474,3.921105146408081,20,2,1751351367.0678055,1751351435.1445181
20042.0,10.0,20.101755142211914,3.9721295833587646,21,1,1751351334.9981234,1751351359.072017
20078.0,10.0,88.57507562637329,3.870770215988159,21,2,1751351385.0805063,1751351477.5263608
20042.0,10.0,3.1055328845977783,3.9941246509552,22,1,1751351302.9513638,1751351310.0510302
20078.0,10.0,44.33726501464844,3.974353075027466,22,2,1751351353.1155398,1751351401.4271655
20042.0,10.0,3.741128444671631,3.9726126194000244,23,1,1751351321.004679,1751351328.7184286
20078.0,10.0,68.77081322669983,4.009480714797974,23,2,1751351371.0757954,1751351443.8560956
20042.0,10.0,24.423024892807007,3.89304256439209,24,1,1751351338.910425,1751351367.2265012
20078.0,10.0,93.27484917640686,3.9526207447052,24,2,1751351388.9930387,1751351486.2205164
20042.0,10.0,3.520750045776367,0.3300483226776123,25,1,1751351306.9616368,1751351310.8124452
20078.0,10.0,48.735687494277954,3.8506836891174316,25,2,1751351357.0235398,1751351409.6099162
20042.0,10.0,4.284191846847534,4.050387382507324,26,1,1751351324.968093,1751351333.3026838
20078.0,10.0,73.16538143157959,3.876082181930542,26,2,1751351374.9864874,1751351452.0279605
20042.0,10.0,4.253359317779541,3.9129390716552734,27,1,1751351292.910623,1751351301.0769296
20078.0,10.0,29.021798610687256,3.949638605117798,27,2,1751351342.9242048,1751351375.8956513
20042.0,10.0,4.711030721664429,3.912959098815918,28,1,1751351310.9752362,1751351319.5992343
20078.0,10.0,53.364052534103394,3.945058584213257,28,2,1751351361.0313168,1751351418.340439
20042.0,10.0,12.92554497718811,3.868509531021118,29,1,1751351328.982937,1751351345.777
20078.0,10.0,77.77853655815125,3.9478759765625,29,2,1751351378.9985974,1751351460.7250283
20042.0,10.0,37.47615718841553,3.9045469760894775,30,1,1751351347.0334082,1751351388.414121
20042.0,10.0,61.86764693260193,3.8575308322906494,31,1,1751351365.06492,1751351430.7901063
20042.0,10.0,86.22513365745544,3.872361660003662,32,1,1751351383.1110628,1751351473.2085657
