prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
20042.0,10.0,2.1257989406585693,1.875253677368164,3,1,1751358041.6254277,1751358045.6264906
20042.0,10.0,4.174007415771484,1.974407434463501,4,1,1751358059.6573467,1751358065.8057692
20042.0,10.0,0.10064125061035156,0.1403193473815918,5,1,1751358027.5806022,1751358027.8215709
20078.0,10.0,7.394381284713745,1.9724602699279785,5,2,1751358077.610212,1751358086.9770627
20042.0,10.0,3.5760440826416016,1.931699275970459,6,1,1751358045.635642,1751358051.143394
20078.0,10.0,10.215616464614868,1.97926926612854,6,2,1751358095.719587,1751358107.9144816
20042.0,10.0,6.465238571166992,1.9369921684265137,7,1,1751358063.567531,1751358071.9697723
20078.0,10.0,13.306426525115967,1.9725842475891113,7,2,1751358113.5676115,1751358128.8466303
20042.0,10.0,2.0192906856536865,0.17662954330444336,8,1,1751358031.5974796,1751358033.7934084
20078.0,10.0,9.597276449203491,1.9429082870483398,8,2,1751358081.6192431,1751358093.1594362
20042.0,10.0,3.7759859561920166,1.9780690670013428,9,1,1751358049.6549358,1751358055.4089954
20078.0,10.0,12.426794290542603,1.9305834770202637,9,2,1751358099.7288904,1751358114.0862765
20042.0,10.0,6.680785655975342,1.9804363250732422,10,1,1751358067.5828269,1751358076.2440548
20078.0,10.0,15.461480617523193,1.9272449016571045,10,2,1751358117.6422746,1751358135.0310087
20042.0,10.0,2.0311896800994873,0.18296527862548828,11,1,1751358035.6082332,1751358037.8223968
20078.0,10.0,9.763954401016235,1.9938414096832275,11,2,1751358085.6905427,1751358097.448349
20042.0,10.0,3.87178897857666,1.8896055221557617,12,1,1751358053.6392934,1751358059.4007397
20078.0,10.0,12.660274982452393,1.9904823303222656,12,2,1751358103.7381566,1751358118.3889227
20042.0,10.0,6.754271030426025,2.209683895111084,13,1,1751358071.5941558,1751358080.5581183
20078.0,10.0,15.609997749328613,0.14354324340820312,13,2,1751358121.6501162,1751358137.4036634
20042.0,10.0,2.020643711090088,1.1380059719085693,14,1,1751358039.6189349,1751358042.7775936
20078.0,10.0,9.856738090515137,1.9103569984436035,14,2,1751358089.7052007,1751358101.4723074
20042.0,10.0,4.068644762039185,1.9532077312469482,15,1,1751358057.6496575,1751358063.6715188
20078.0,10.0,12.758302927017212,1.8988592624664307,15,2,1751358107.7477927,1751358122.4049633
20042.0,10.0,0.10921025276184082,0.15749859809875488,16,1,1751358025.5743964,1751358025.8411143
20078.0,10.0,7.273925304412842,1.9682812690734863,16,2,1751358075.6054075,1751358084.84762
20042.0,10.0,4.363468647003174,1.9350693225860596,17,1,1751358043.6301043,1751358049.9286485
20078.0,10.0,10.09160852432251,1.9626243114471436,17,2,1751358093.7146778,1751358105.768919
20042.0,10.0,6.363159418106079,1.8940696716308594,18,1,1751358061.5620775,1751358069.8193147
20078.0,10.0,13.183559894561768,1.9535040855407715,18,2,1751358111.563516,1751358126.7005882
20042.0,10.0,0.0972588062286377,0.14411473274230957,19,1,1751358029.5902705,1751358029.83165
20078.0,10.0,9.478779792785645,1.9065260887145996,19,2,1751358079.6153853,1751358091.0007591
20042.0,10.0,3.6829073429107666,1.9331886768341064,20,1,1751358047.6491454,1751358053.26525
20078.0,10.0,12.314784049987793,1.8951411247253418,20,2,1751358097.724482,1751358111.9344158
20042.0,10.0,6.581527948379517,1.9550585746765137,21,1,1751358065.5728307,1751358074.1094258
20078.0,10.0,15.349803686141968,1.8854684829711914,21,2,1751358115.6381962,1751358132.8734777
20042.0,10.0,0.09583783149719238,0.1569347381591797,22,1,1751358033.6023934,1751358033.855174
20078.0,10.0,9.716918706893921,1.955984115600586,22,2,1751358083.6242788,1751358095.297193
20042.0,10.0,3.990605115890503,1.9579262733459473,23,1,1751358051.5608406,1751358057.5093806
20078.0,10.0,12.645206689834595,1.9506220817565918,23,2,1751358101.6334527,1751358116.2292862
20042.0,10.0,6.653316497802734,1.8749852180480957,24,1,1751358069.5890193,1751358078.1173296
20078.0,10.0,15.587566614151001,1.9375395774841309,24,2,1751358119.6463232,1751358137.1714325
20042.0,10.0,0.09270262718200684,0.16179370880126953,25,1,1751358037.6138353,1751358037.86834
20078.0,10.0,9.747523546218872,1.8674142360687256,25,2,1751358087.7013447,1751358099.316292
20042.0,10.0,3.9719791412353516,1.9127390384674072,26,1,1751358055.6445653,1751358061.529287
20078.0,10.0,12.788515567779541,1.9765729904174805,26,2,1751358105.74257,1751358120.5076673
20042.0,10.0,2.041304349899292,0.178114652633667,27,1,1751358023.5608559,1751358025.780284
20078.0,10.0,7.163033485412598,1.9328570365905762,27,2,1751358073.599517,1751358082.6954162
20042.0,10.0,4.213314056396484,1.9189608097076416,28,1,1751358041.6282365,1751358047.7605243
20078.0,10.0,9.982743501663208,1.9230413436889648,28,2,1751358091.7096074,1751358103.6153986
20042.0,10.0,6.143954753875732,1.8768513202667236,29,1,1751358059.660215,1751358067.6810296
20078.0,10.0,12.966402769088745,1.9195494651794434,29,2,1751358109.6591141,1751358124.5450768
20042.0,10.0,9.264133930206299,1.8833913803100586,30,1,1751358077.711324,1751358088.8588538
20042.0,10.0,12.191539764404297,1.8780653476715088,31,1,1751358095.7214036,1751358109.7910156
20042.0,10.0,15.222875356674194,1.9963998794555664,32,1,1751358113.7692654,1751358130.9885497
